first_name,last_name,dob,company_id,last_active,score,member_since,state
Erica,Thomas,1/23/1962,20,6/17/2018,66,1974,CT
Nathan,Flynn,5/3/1986,11,5/27/2018,65,2001,SC
Felicia,Myers,6/7/1994,5,10/22/2018,53,2007,IN
Phillip,Flores,12/7/1977,16,1/10/2018,43,1984,GA
Ashley,Jimenez,11/30/1975,0,1/20/2018,90,2002,NE
Roger,Wilson,8/30/1996,10,8/6/2018,31,1998,NM
Amber,Ritter,11/18/1994,9,8/9/2018,94,1986,VT
Scott,Conrad,4/2/1989,15,7/3/2018,58,2002,OH
James,Kim,6/9/1965,19,11/10/2018,59,1984,UT
Elaine,Yates,9/3/1989,8,4/23/2018,48,2019,MA
Christopher,Williams,5/2/1972,14,5/23/2018,38,2017,AZ
Robert,Jacobs,4/3/1966,16,2/1/2018,51,2008,MN
Dominic,Miller,12/7/1972,13,8/3/2018,33,1983,SC
Mark,Cline,2/4/1962,2,8/17/2018,33,2016,TN
Tommy,Reilly,11/17/1996,13,4/21/2018,40,1990,CT
Bradley,Johnson,9/18/1960,16,4/26/2018,34,2013,TX
Danielle,Williams,5/15/1982,0,10/23/2018,40,1992,MT
Richard,Wilson,6/26/1959,4,4/23/2018,86,2008,KS
Jorge,Davis,1/30/1983,18,4/10/2018,66,1975,NE
Theresa,Martinez,3/31/1977,5,2/4/2018,39,2001,DC
Charles,Browning,5/27/1990,16,5/12/2018,33,1974,MI
Tara,Strong,3/25/1970,1,5/4/2018,40,1984,VA
Tiffany,Yates,2/20/1959,13,6/21/2018,75,2009,NM
Wesley,Stark,11/4/1990,12,5/22/2018,95,1980,UT
Rachael,Meyer,6/18/1993,10,2/14/2018,81,2000,OK
Alyssa,Fields,8/22/1965,0,9/30/2018,31,2004,HI
Mary,Davis,7/27/1990,20,12/24/2018,82,1992,MT
Susan,Hammond,9/12/1967,1,10/16/2018,77,1975,OR
Michael,Chavez,9/21/1971,13,4/26/2018,81,1983,RI
Theresa,Morris,12/7/1978,10,2/26/2018,43,1999,ID
James,Martin,7/14/1984,5,10/19/2018,95,1986,KS
Cindy,Hamilton,6/19/1990,16,1/18/2018,34,2001,OH
Elizabeth,Willis,6/8/1972,13,7/4/2018,70,1981,IA
Clayton,Gomez,3/1/1962,4,7/7/2018,46,1985,WY
Lisa,Stuart,11/19/1962,3,12/5/2018,69,1980,NY
Jessica,Scott,11/5/1988,18,1/14/2018,57,1985,VT
Leon,Jimenez,8/17/1966,9,3/7/2018,55,1999,MO
Heidi,Mcgrath,11/23/1972,8,10/7/2018,98,1977,WI
Stephanie,Smith,12/30/1986,17,1/15/2018,55,2008,NV
Tim,Fischer,7/19/1984,6,1/9/2018,56,1970,HI
Samuel,Douglas,1/29/1968,16,12/23/2018,41,1986,WI
Nicole,Nichols,12/12/1964,3,3/30/2018,62,1974,AK
Erin,Jones,1/4/1996,14,1/7/2019,59,2009,KS
Robert,Brooks,4/24/1971,19,9/16/2018,66,1991,TN
Jasmine,Smith,4/10/1995,3,7/18/2018,40,1990,ID
Alexis,Wilson,11/5/1960,10,6/10/2018,51,2013,TX
Daniel,Stafford,1/12/1990,2,4/16/2018,65,2015,AR
Amber,Sullivan,2/18/1990,6,2/19/2018,58,1970,DE
David,Thomas,2/10/1992,15,5/17/2018,87,1985,MS
Stephanie,Thompson,5/5/1987,10,12/31/2018,48,1999,NY
John,Griffith,1/25/1960,3,9/23/2018,37,2006,SC
Justin,Collins,8/25/1976,20,8/30/2018,74,2013,NC
Walter,Wells,6/20/1987,6,9/29/2018,30,1991,AZ
Chris,Young,11/21/1976,11,5/20/2018,31,1996,IL
Brenda,Sawyer,6/20/1960,12,11/18/2018,57,1982,KS
Pamela,Delacruz,4/25/1968,10,3/22/2018,42,1972,OR
Daniel,Kelly,8/24/1994,2,4/18/2018,53,1972,CA
Danielle,Pierce,6/11/1985,6,10/29/2018,74,2009,LA
Mary,Smith,3/22/1969,1,2/15/2018,36,1972,VT
Amanda,Schneider,1/12/1995,9,1/6/2019,44,1980,IA
Timothy,Stephens,12/31/1978,20,7/15/2018,48,2002,AZ
Julia,Thomas,10/27/1988,18,12/6/2018,51,1996,OK
Kristen,Perez,6/4/1991,20,8/21/2018,39,1979,VA
Laura,Valencia,8/1/1975,1,12/24/2018,75,1998,NY
Kristen,Robertson,5/18/1962,11,6/23/2018,47,1976,WV
Lynn,Aguirre,11/28/1979,12,2/8/2018,72,2010,OH
Aaron,Martin,5/31/1964,4,6/5/2018,72,2015,ID
Madison,Doyle,10/31/1993,7,10/30/2018,83,2006,RI
Robert,Barry,9/19/1992,16,3/22/2018,76,2015,TN
Henry,Kane,8/18/1981,4,4/15/2018,88,2000,TN
Tina,Schwartz,3/9/1984,20,11/12/2018,67,1971,NV
Lisa,Kirby,6/17/1997,16,8/23/2018,99,1974,OR
Michael,Nguyen,4/6/1965,8,6/13/2018,61,2007,WI
Cynthia,Joyce,3/20/1983,16,8/5/2018,52,2017,MA
Joseph,Howard,3/18/1995,5,9/28/2018,32,1990,MI
Gloria,Brown,11/5/1975,19,4/24/2018,75,1975,KY
Gabriel,Watts,7/25/1990,6,7/28/2018,57,1984,ME
Robin,Lee,10/15/1969,14,3/14/2018,78,1994,LA
Ashley,Saunders,12/3/1994,8,5/20/2018,36,1989,LA
Randy,Quinn,9/2/1983,4,3/27/2018,59,1982,SD
Stephanie,Kennedy,11/26/1961,1,6/20/2018,90,1991,WA
William,Fischer,12/6/1965,17,3/12/2018,42,1996,WV
Michael,Brooks,12/27/1978,9,8/18/2018,33,2005,LA
Phillip,Phelps,9/21/1987,4,7/29/2018,56,1987,NC
Alexander,Miller,11/19/1991,12,12/2/2018,35,2015,NY
Darrell,Shaw,1/23/1968,7,6/8/2018,32,1995,NM
Michael,Williams,12/11/1981,16,10/10/2018,99,2013,NV
Sara,Forbes,6/4/1985,6,6/27/2018,55,2017,NY
Natasha,Williams,10/22/1973,12,6/6/2018,88,2015,WA
Matthew,Donaldson,10/31/1975,16,6/5/2018,99,1985,MO
David,Stanley,1/22/1976,4,2/4/2018,44,2017,HI
Mark,Smith,3/12/1979,15,1/29/2018,64,2011,SC
Jennifer,Clarke,6/11/1974,8,12/16/2018,52,2003,ID
Anthony,West,3/25/1970,19,10/27/2018,62,1982,NY
Amy,Wiley,1/21/1966,7,3/28/2018,50,2014,AL
Jared,Martin,5/13/1966,16,6/18/2018,60,2017,MD
Brenda,Marquez,10/4/1985,10,8/26/2018,65,1993,MO
Thomas,Hale,2/8/1997,19,10/29/2018,75,1995,WY
Christine,Robinson,2/25/1974,8,7/3/2018,82,1993,NY
John,Parsons,3/12/1997,15,7/1/2018,82,2018,TX
Samantha,George,1/19/1993,15,3/9/2018,58,2002,NC
Christian,Collins,7/15/1992,12,8/7/2018,34,1989,OH
Kevin,Williams,11/20/1962,8,7/27/2018,78,2009,AK
Cynthia,Waters,5/9/1980,0,6/28/2018,94,1985,TX
Rachel,Walker,10/4/1965,4,1/2/2019,55,2007,PA
Brendan,Lewis,5/2/1970,15,4/20/2018,74,2016,AR
Joseph,Maldonado,2/6/1996,20,5/13/2018,82,2009,RI
Shirley,Bennett,5/16/1970,2,5/21/2018,48,1987,CT
David,Francis,6/15/1990,13,3/19/2018,37,1977,KY
Mark,Cabrera,5/4/1961,1,2/28/2018,57,1988,SC
Nancy,Hawkins,3/29/1967,0,7/19/2018,48,1990,ID
Emma,Harvey,9/12/1978,12,11/21/2018,87,1995,WI
Brandon,Charles,9/3/1964,17,12/17/2018,39,1980,AZ
Christopher,Arias,5/2/1965,20,6/23/2018,47,1977,SC
Jessica,Hill,5/17/1967,7,8/19/2018,90,1985,MT
Tammy,Kane,10/26/1962,9,5/12/2018,62,2008,WI
Christopher,Berry,12/17/1972,12,7/31/2018,45,2005,NM
John,Nunez,10/6/1967,0,9/13/2018,56,1980,CA
Mark,Phillips,4/22/1960,3,3/25/2018,42,2005,UT
Melissa,Williams,6/13/1966,12,7/29/2018,90,2005,KS
Vincent,Murphy,9/15/1962,2,1/21/2018,84,2002,ND
Nathan,Rodriguez,8/17/1990,17,6/13/2018,70,1994,TN
Robin,Bowman,9/4/1978,1,11/30/2018,44,1989,WI
Carol,Petty,2/28/1963,4,2/17/2018,46,1974,IN
Terri,Jarvis,5/24/1961,20,9/26/2018,92,2013,SC
Steven,Flowers,4/1/1989,1,9/9/2018,47,2013,SD
Cassandra,Oneill,2/23/1995,4,9/9/2018,32,1996,NY
Crystal,Lee,5/18/1990,16,9/9/2018,80,1973,VA
Shannon,Miller,5/7/1991,13,7/22/2018,78,2013,RI
Mackenzie,Brown,9/18/1980,13,9/23/2018,52,2005,MI
Keith,Aguilar,12/15/1989,4,10/28/2018,45,1992,VT
Robert,Rodriguez,6/2/1986,9,2/22/2018,62,2017,RI
Rebecca,Lucero,6/30/1982,5,12/29/2018,60,1985,SC
Alicia,Hamilton,8/15/1989,16,11/10/2018,43,1994,KY
Stacie,Miller,2/11/1964,14,5/3/2018,33,1975,RI
Caitlin,Williams,8/26/1985,1,2/14/2018,48,1996,VT
Denise,Stevens,1/23/1995,16,3/19/2018,96,1998,CT
Jesse,Herrera,4/13/1994,5,8/16/2018,79,1985,AL
Jason,Jones,1/30/1974,6,11/11/2018,65,1980,RI
Steven,Smith,3/15/1983,20,7/29/2018,79,1976,MA
Gary,Vega,10/7/1970,16,5/6/2018,88,2014,MI
Dale,Odonnell,8/28/1997,20,4/4/2018,87,2000,FL
Rachel,Ayers,12/21/1988,2,8/3/2018,80,2011,CA
Seth,Spears,12/6/1995,2,12/31/2018,82,1984,SD
Jennifer,Long,8/25/1988,5,1/21/2018,60,1995,RI
Terry,Davis,3/10/1990,8,5/28/2018,56,2015,MT
Patricia,Lewis,11/6/1975,8,8/18/2018,57,1982,IN
Marc,Evans,1/17/1973,0,10/13/2018,39,1993,CO
Michael,Miller,7/9/1996,6,5/31/2018,75,2002,RI
Daniel,Walker,2/4/1989,16,2/5/2018,42,2016,NJ
Alison,Alexander,5/19/1965,8,1/9/2018,66,1973,CT
John,Reed,4/10/1986,20,3/23/2018,34,2011,CT
Carl,Reynolds,12/24/1961,10,12/31/2018,77,2015,MO
Dana,Owens,8/1/1959,13,10/19/2018,45,2013,CA
Thomas,Bryant,3/11/1991,14,5/28/2018,50,1972,NC
Robert,Tyler,11/7/1971,7,6/27/2018,41,2015,NV
Christina,Anderson,10/5/1962,15,10/14/2018,68,1998,OR
Jacqueline,Wilson,6/21/1994,6,11/9/2018,40,1991,HI
Kelly,Franklin,2/17/1977,8,11/5/2018,94,1976,MD
Catherine,Cantrell,8/12/1989,6,3/18/2018,33,1982,WY
Adam,Beasley,4/30/1984,13,6/2/2018,30,2014,KS
Jackson,Zimmerman,2/22/1981,2,10/21/2018,70,2002,NH
Brian,Mcbride,12/26/1987,16,1/26/2018,52,1970,MT
Lauren,Collier,10/6/1995,0,2/2/2018,93,2000,WV
Mark,Vargas,9/8/1976,7,12/3/2018,58,1976,ND
Kimberly,Miller,4/14/1992,3,3/18/2018,64,2002,OH
April,Barrett,7/4/1961,12,1/12/2018,51,2000,AR
Larry,Case,6/24/1964,15,7/18/2018,57,2006,OR
Kelly,Nguyen,3/20/1995,17,4/10/2018,45,1984,NY
George,Berg,9/10/1976,7,12/31/2018,39,2001,AR
Maria,Bennett,7/4/1996,17,2/17/2018,52,1980,NE
Hunter,Underwood,11/11/1982,8,4/22/2018,47,1999,RI
Ashley,Munoz,6/8/1980,18,5/25/2018,79,1997,NH
Joy,Maddox,6/5/1984,18,11/4/2018,65,1978,AL
Benjamin,Miller,12/13/1992,14,5/3/2018,32,1986,SD
Paige,Moore,2/25/1964,16,11/4/2018,67,2011,ME
Laura,Butler,12/25/1989,0,5/18/2018,47,1970,NJ
Jimmy,Weaver,8/22/1972,10,1/9/2018,30,1993,CA
Christy,Rivas,3/13/1993,17,4/1/2018,70,1992,MT
Justin,Huerta,12/19/1974,7,9/10/2018,41,2001,GA
Corey,Jensen,12/10/1967,20,8/30/2018,89,1971,AL
Jessica,Butler,10/5/1970,4,6/3/2018,60,2016,VT
Victoria,Salazar,3/25/1975,7,11/14/2018,36,1998,AK
Julia,Johnson,3/14/1961,13,8/20/2018,77,1975,IN
Claire,Stevenson,9/17/1975,1,5/22/2018,56,1977,ND
Andrea,Bryant,11/3/1964,11,10/21/2018,66,1991,MD
Ronnie,Holmes,1/27/1995,9,11/25/2018,61,2006,SC
Melissa,Lee,7/16/1992,6,10/22/2018,41,1989,DC
Jeremy,Rodriguez,4/4/1988,10,2/27/2018,73,2001,MI
Zachary,Haley,11/24/1993,2,1/17/2018,32,1977,FL
Barbara,Martinez,2/10/1995,15,6/22/2018,85,2004,NC
Adam,Hall,4/25/1962,10,8/20/2018,46,1975,PA
Steven,Cook,1/13/1971,16,4/1/2018,99,1987,ME
Kyle,Garcia,3/17/1977,9,3/27/2018,35,1970,ID
Devin,Shaw,9/10/1992,7,3/31/2018,64,1984,AL
Larry,Drake,7/9/1983,19,4/10/2018,43,1997,IN
Cathy,Thomas,11/9/1998,20,1/22/2018,74,1984,MD
Timothy,Lawrence,10/14/1980,4,1/27/2018,72,2005,UT
Gary,Gonzalez,1/21/1987,10,3/2/2018,48,1981,MI
Erica,Gray,10/4/1961,3,5/29/2018,60,1995,ND
Brittany,Black,12/20/1996,4,4/26/2018,59,2008,MA
James,Rogers,12/7/1984,9,4/22/2018,97,1995,KS
Marissa,Long,7/15/1974,8,8/10/2018,50,2005,MS
Suzanne,Shepherd,8/12/1979,4,5/17/2018,60,1990,WA
Heidi,Hickman,1/29/1959,20,8/6/2018,58,1984,NV
Vanessa,West,3/29/1993,3,8/5/2018,72,1991,NH
Brandi,Burns,9/22/1975,11,12/13/2018,40,2000,LA
Brian,Ferguson,4/30/1970,6,6/12/2018,62,2004,GA
Lisa,Carter,1/18/1983,1,6/8/2018,81,1978,WY
Keith,Hill,3/15/1992,18,1/19/2018,64,2016,IL
Stacy,Vega,8/24/1990,3,9/22/2018,54,2018,IA
Marcus,Mejia,10/10/1963,3,12/27/2018,83,2017,PA
Frank,Miller,8/14/1960,1,9/25/2018,35,1999,NE
Gregory,White,6/14/1980,15,5/5/2018,67,2017,PA
Cheryl,Lawson,12/29/1995,16,1/30/2018,88,1999,NM
Wendy,Thomas,3/10/1985,4,11/20/2018,76,2006,ND
Jesse,Raymond,9/16/1961,3,1/6/2019,79,2000,GA
Thomas,Roy,6/22/1968,20,10/5/2018,77,2001,AR
Joseph,Smith,10/17/1988,5,3/12/2018,68,1982,WI
Rachel,Mcdonald,11/16/1987,12,4/11/2018,73,2006,TN
Kathleen,Obrien,1/4/1983,10,6/7/2018,85,1994,MN
Todd,Thomas,12/18/1963,15,1/5/2019,75,2017,MA
Nathaniel,Blankenship,8/28/1997,18,11/20/2018,89,2019,RI
Michael,Atkins,8/12/1985,14,6/24/2018,52,2010,MN
Kathleen,Parks,10/29/1963,9,6/24/2018,83,2013,ID
Eddie,West,5/2/1983,16,1/30/2018,44,1994,KS
Michael,Berry,2/4/1986,6,4/14/2018,82,1979,CT
Donald,Davies,9/5/1989,18,4/19/2018,65,1983,PA
Jorge,Hendricks,11/4/1986,8,5/13/2018,70,1982,OK
Charles,Brennan,9/6/1992,2,7/22/2018,48,2007,SD
Kim,Rodriguez,2/2/1959,7,1/3/2019,92,2004,VT
Amy,Brown,10/21/1979,13,6/7/2018,31,1973,OK
Heather,Reyes,11/4/1989,8,10/27/2018,40,2006,OH
Daniel,Anderson,12/26/1994,14,9/20/2018,86,1982,AL
Kelly,Williams,3/9/1986,19,4/1/2018,76,1975,MN
Steven,Drake,3/25/1986,5,6/1/2018,72,1975,ND
Rachel,Green,6/17/1975,8,3/3/2018,60,2008,SD
Ruben,Ray,4/16/1989,9,3/10/2018,84,1990,MO
Carrie,Mcguire,12/8/1983,3,10/16/2018,97,1999,MT
Jennifer,Gonzalez,2/14/1990,16,7/9/2018,94,1997,KY
Kim,Kane,7/4/1971,19,3/15/2018,46,2001,TX
Jon,Gonzalez,4/13/1976,10,7/12/2018,65,1989,TX
Gerald,Wyatt,12/17/1995,9,5/4/2018,66,1985,NJ
Steven,Wolfe,2/13/1984,0,3/22/2018,53,1974,NY
Alexander,Ramirez,11/20/1995,8,3/17/2018,93,2008,VT
Kristin,Flores,1/28/1994,4,12/6/2018,96,1999,FL
Michael,Hale,10/17/1959,19,4/3/2018,52,1973,MT
Mia,James,4/15/1962,9,12/18/2018,86,1984,NC
Richard,Myers,6/16/1970,20,9/4/2018,66,2016,MD
Mitchell,Contreras,8/14/1962,16,7/28/2018,37,2017,KY
David,Miller,2/1/1993,5,5/7/2018,86,1997,NM
Mark,Leblanc,6/25/1995,16,4/18/2018,64,1999,RI
Brandy,Coffey,3/14/1975,19,9/25/2018,38,1974,NC
Matthew,Schultz,10/5/1995,9,6/1/2018,81,2004,ID
William,Cunningham,5/14/1976,11,10/24/2018,44,1974,AK
Christine,Hernandez,5/28/1985,4,12/28/2018,86,1978,MT
Anthony,Smith,5/11/1992,16,6/1/2018,64,2007,NJ
Jodi,Foley,1/12/1991,15,1/6/2019,37,1999,OK
Michael,Sanders,12/1/1997,20,9/29/2018,89,1984,MA
Tracy,Sanford,10/21/1969,2,10/20/2018,97,1990,WY
Jasmine,Caldwell,6/28/1970,12,10/17/2018,83,1987,HI
Tamara,Smith,2/28/1974,2,10/8/2018,98,1975,SC
Dan,Hale,12/12/1971,10,2/10/2018,45,1973,MT
Ian,Fritz,11/9/1983,19,10/26/2018,61,2004,FL
Scott,Jones,2/13/1998,14,8/12/2018,46,1978,NC
Kyle,Townsend,11/12/1968,17,1/23/2018,85,2004,MI
Richard,Ball,8/1/1960,7,9/16/2018,52,2004,CO
Kelly,Daniels,12/16/1980,8,11/8/2018,62,1989,CO
Michael,Long,4/8/1962,3,3/20/2018,82,1994,NY
Brenda,Brooks,12/20/1984,18,8/20/2018,31,2004,DE
John,Martinez,5/5/1967,3,5/27/2018,70,1985,VA
Jennifer,Kirby,9/25/1971,1,1/26/2018,78,1986,OK
Sandra,Evans,7/10/1986,14,10/31/2018,33,1986,PA
Craig,Chavez,7/28/1987,20,2/4/2018,82,1992,VA
Martin,Mcneil,12/11/1993,11,10/4/2018,60,1987,NE
Melissa,Garrett,2/8/1970,12,1/10/2018,58,1975,KS
Lisa,Wall,7/13/1963,3,9/1/2018,56,2012,CO
Mary,Webb,1/5/1979,12,10/15/2018,49,1997,NH
Christina,Dixon,8/16/1960,3,1/27/2018,63,1981,CT
Jonathan,Singh,6/9/1962,10,11/6/2018,39,1979,OK
Taylor,Ford,10/17/1962,8,7/20/2018,63,1985,NJ
Christopher,Rodriguez,6/1/1976,6,2/16/2018,75,2017,AL
Danielle,Montgomery,7/26/1984,5,5/23/2018,67,2003,MD
Jeremy,Arnold,9/13/1986,8,8/1/2018,58,1980,NJ
Paul,Banks,9/21/1975,4,12/28/2018,35,1992,SD
Jerry,Gordon,8/4/1984,3,10/7/2018,54,1997,IN
Michael,Davis,7/19/1976,10,5/13/2018,76,1979,NJ
Stephanie,Lawson,3/30/1976,4,7/26/2018,91,1998,WA
Christine,Waters,7/12/1992,17,4/23/2018,35,1975,MI
Ashley,Wells,1/17/1968,2,5/5/2018,89,1989,SD
Gina,Jacobs,3/15/1978,20,10/29/2018,99,1999,PA
Zachary,Ramirez,2/20/1961,5,4/18/2018,41,1991,MI
Kevin,Lambert,6/22/1975,1,1/2/2019,85,1977,MI
Sergio,Schmidt,7/29/1965,11,3/21/2018,32,2016,AR
Mary,Walters,1/11/1984,13,2/4/2018,82,2001,OR
Lindsay,Whitaker,6/28/1971,15,12/18/2018,58,1991,PA
Cynthia,Henderson,7/3/1993,8,8/20/2018,38,1998,LA
Carrie,Oliver,6/1/1987,10,2/21/2018,98,1995,MA
Jerry,Miller,4/22/1976,2,7/1/2018,67,1982,WY
Angela,Rodriguez,7/21/1975,20,9/29/2018,92,2009,AZ
Justin,Coleman,12/19/1960,7,4/25/2018,70,2005,MS
Mariah,King,5/26/1988,1,2/13/2018,45,2011,DE
Angela,Perry,8/13/1990,20,7/24/2018,81,2000,NM
Stephanie,Thompson,6/16/1990,7,4/6/2018,63,1998,MD
William,Adams,10/22/1998,0,9/22/2018,52,1998,OH
Chris,Pacheco,9/6/1981,18,6/14/2018,90,2002,VT
Stephen,Garrett,6/9/1985,13,5/3/2018,66,2010,DC
Yolanda,Flowers,10/7/1982,3,2/14/2018,81,2009,SD
Timothy,Barajas,11/1/1967,17,9/8/2018,87,1973,IL
Austin,Gonzalez,5/24/1959,20,1/22/2018,91,2006,SC
Caroline,Murray,11/5/1973,9,10/15/2018,54,2002,CA
Timothy,Garcia,10/8/1974,20,12/21/2018,76,1998,AZ
Susan,Boone,9/15/1988,17,11/17/2018,71,1989,NM
Charles,Anderson,3/25/1973,11,1/4/2019,57,1982,KY
Kevin,Allen,5/17/1964,6,8/4/2018,86,1970,CT
Gregory,Fernandez,5/22/1992,18,9/10/2018,73,1997,AL
Thomas,Tucker,9/19/1962,19,4/16/2018,74,1998,AR
Christine,Wang,6/14/1998,11,5/22/2018,81,2004,CT
David,Vargas,6/6/1971,13,11/10/2018,80,1981,LA
John,White,10/28/1971,9,9/14/2018,36,1986,TN
Jennifer,Casey,4/30/1962,6,10/14/2018,39,2001,MO
Nancy,Wallace,9/11/1996,15,5/25/2018,89,1996,TX
Samuel,Dawson,1/20/1960,1,12/6/2018,64,1980,MO
Stephanie,Leonard,12/31/1974,18,4/21/2018,54,1978,NJ
William,Anderson,4/3/1966,3,3/28/2018,46,1984,MT
Cheryl,Bowman,7/12/1975,18,8/4/2018,39,2002,AK
Amanda,Mendoza,8/31/1982,1,3/18/2018,63,1976,NC
Jennifer,Newton,3/26/1997,18,8/27/2018,78,1985,NM
Robin,Garcia,3/4/1984,3,12/30/2018,32,1974,AL
Erik,Floyd,9/17/1961,1,12/16/2018,54,1971,ID
James,Brown,3/5/1979,12,7/20/2018,72,1976,TX
Jeremy,Glenn,6/4/1972,10,5/15/2018,33,1984,FL
Shane,Garcia,8/22/1979,2,12/2/2018,34,2014,OH
Richard,Molina,11/19/1967,12,10/26/2018,37,2008,OH
Jennifer,Hall,6/10/1996,20,12/29/2018,53,1976,ND
Louis,Martin,5/27/1959,7,12/4/2018,77,2013,WY
Kevin,Leach,6/9/1994,15,8/18/2018,89,1981,NC
Rodney,Wilson,9/6/1968,16,9/7/2018,99,1994,NV
Jennifer,Lee,1/26/1992,20,12/1/2018,44,2003,TN
Kayla,Willis,10/19/1963,13,12/31/2018,73,1975,FL
Donna,Moore,9/1/1997,11,5/20/2018,46,2007,VA
Tammy,Shah,7/27/1977,8,9/1/2018,30,1974,AZ
Tommy,Arnold,8/14/1984,7,4/14/2018,96,1974,MD
Sarah,Carter,3/7/1983,2,5/24/2018,44,2012,VA
Stephen,Anderson,2/16/1962,1,1/13/2018,36,1984,DC
Tina,Yoder,7/26/1981,12,5/29/2018,38,2002,ME
Nicholas,Mccarthy,1/19/1964,3,4/2/2018,69,2002,LA
Shane,Ward,4/28/1969,1,8/19/2018,37,1995,SD
Kent,Lee,3/2/1983,10,12/18/2018,87,2001,WI
Joseph,Weaver,11/12/1980,9,1/4/2019,99,1990,KS
Mary,Martinez,4/10/1978,13,9/22/2018,53,2014,MS
Gary,Armstrong,12/8/1975,12,3/22/2018,74,1996,AZ
David,Clark,12/6/1966,13,1/23/2018,49,1990,OK
Melinda,Bradshaw,5/9/1963,16,5/10/2018,49,1996,NV
Diana,Taylor,7/24/1987,17,7/23/2018,90,1991,MT
Cynthia,Ortega,7/17/1979,19,5/4/2018,34,1997,OR
Samuel,Cooke,6/23/1988,14,1/14/2018,52,1987,VT
Christopher,Bowen,4/7/1960,4,2/27/2018,59,2006,IL
Ryan,Cervantes,12/12/1959,2,6/29/2018,56,1991,SC
Brittany,Johnson,8/22/1965,17,9/3/2018,99,1995,ID
Ronald,Davis,12/27/1981,12,8/3/2018,65,2002,AZ
Maria,Wood,8/13/1969,2,2/15/2018,37,2004,WY
Brian,Caldwell,3/3/1996,13,10/18/2018,98,1997,WI
Michelle,Reynolds,12/2/1982,4,5/9/2018,93,2011,MN
James,Richard,8/23/1976,1,11/27/2018,53,1999,GA
Lance,Boyd,12/19/1985,3,7/2/2018,87,2017,TX
Larry,Wallace,5/21/1966,6,7/31/2018,92,1976,LA
Taylor,Woodward,6/13/1967,20,11/1/2018,62,2015,MD
Lisa,Phillips,7/12/1974,4,9/24/2018,41,1973,NC
Benjamin,Medina,1/31/1991,14,6/1/2018,34,1980,MS
Michelle,Gentry,12/24/1981,12,10/10/2018,70,2016,KY
Thomas,Walker,11/20/1970,18,4/22/2018,64,1992,MA
Sheryl,Ramos,11/24/1968,3,2/21/2018,78,1978,ND
John,Johnson,8/4/1981,13,5/9/2018,98,2017,UT
Katrina,Allen,5/29/1972,14,2/17/2018,31,2013,NJ
Shannon,Myers,2/20/1959,7,2/27/2018,60,1987,NH
Brandy,Crawford,2/1/1997,0,10/24/2018,98,1977,TN
Ana,Harris,9/4/1987,7,8/2/2018,40,1987,NC
Jacob,Molina,4/10/1986,15,2/3/2018,56,2015,SC
Justin,Calhoun,1/21/1992,19,1/9/2019,93,1973,MD
Michael,Taylor,7/29/1995,11,5/24/2018,54,2007,WI
Benjamin,Hayes,8/25/1967,15,3/13/2018,97,2008,NE
Stacey,Ross,9/2/1960,0,7/9/2018,55,1994,MD
William,Perez,9/11/1970,12,11/18/2018,55,2011,TX
Scott,Gonzalez,1/24/1971,1,2/21/2018,75,1983,RI
Wayne,Flores,1/29/1972,5,4/9/2018,68,2012,MS
Tyler,Bailey,2/7/1994,20,11/17/2018,41,2009,CA
Jeremy,Mata,9/7/1990,3,12/5/2018,60,1982,IN
Rebekah,Williams,4/18/1966,4,6/1/2018,88,2001,NM
Rebecca,Jones,12/7/1965,13,10/26/2018,98,2004,NY
Kevin,Jenkins,5/16/1983,17,10/14/2018,43,1987,VT
Brandi,Edwards,12/15/1976,13,6/7/2018,86,2003,CO
Jennifer,Gutierrez,9/6/1960,0,3/9/2018,32,2005,MS
Brett,Steele,1/3/1969,17,12/10/2018,92,2005,MI
Diana,Myers,8/28/1964,10,3/1/2018,69,1998,PA
Nancy,Hendricks,2/27/1991,14,11/26/2018,49,1973,PA
Mary,Joyce,12/6/1987,13,4/8/2018,83,1973,KS
Jill,Carr,7/18/1985,19,2/24/2018,47,1971,VA
Jonathan,Butler,6/17/1960,12,5/31/2018,81,2003,MA
Amanda,Clarke,10/20/1975,7,7/2/2018,51,1970,WA
Robin,Glover,11/7/1983,0,6/15/2018,80,2002,IN
Ruth,Murphy,2/29/1988,7,10/1/2018,44,1975,MN
Heather,Johnson,1/6/1986,6,12/4/2018,98,1977,VA
Jenny,Watkins,7/14/1997,2,6/10/2018,86,2013,DC
Cindy,Edwards,11/9/1978,15,7/14/2018,63,2018,FL
Christopher,Dougherty,7/14/1990,12,7/12/2018,39,2017,AR
Heather,Bradford,7/6/1986,17,1/14/2018,85,1975,ND
Mary,Ford,6/17/1987,11,7/28/2018,53,2012,DE
Angela,Morse,10/14/1962,15,10/17/2018,30,1999,MT
Bryan,Lloyd,10/17/1997,16,4/9/2018,58,1983,NJ
Renee,Medina,8/11/1959,1,4/29/2018,41,1975,OK
Ryan,Collins,4/21/1996,18,3/23/2018,56,1979,SD
Cristina,Mitchell,2/8/1973,2,10/5/2018,58,2018,NH
Jon,Lowery,5/13/1961,12,9/10/2018,39,1998,NJ
Marvin,Martinez,11/17/1960,15,8/2/2018,75,1985,NY
Joseph,Wilson,9/20/1976,10,2/7/2018,73,2010,ND
Andrew,Holmes,7/28/1987,6,9/27/2018,95,1979,CO
Donna,Miller,6/17/1986,10,10/1/2018,69,2010,IN
